id,created_on,operation,property_type,country_name,state_name,lat_lon,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2
c8cef9c455af298789400de5b5b500a3ef196829,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",702,268,477.20797720797719
f035ad192c8d3af8a5da019ccb84128836e1e26b,2014-11-28,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4310365,-58.5756991",290,,1017.2413793103449
f4197de81c5cd6592f4447e62da6cc9911808e99,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1030,450,1407.7669902912621
59d25b7e6e74a41f53c0333bd881c3b7e0b55f24,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",905,350,718.232044198895
9d75fbb6aafaaeebfa603a9e64b8b5d507b2184d,2014-09-16,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4252958732,-58.5918903351",154,116,1740.1834415584415
7d77c8e18c64dba581ff981b688b9b664e343ea3,2014-11-07,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4247032,-58.5818321",64,59,2171.875
6888a720b8ea569006d07df877151138a4e49fb8,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",104,62,1989.0480769230769
e371094dbf41a2a209f54b4c4a7b5a834747188b,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",982,200,386.96537678207739
c7cd65d9f7f3ea1b4d4a0aa9df8126cdf8ceb709,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",655,180,396.94656488549617
2111e5df49c10a8725b1e1ff3bd3a14bb218e224,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",62,47,40563.822580645159
4482c89637989baf3a55bfe60f6bd2a38c9b8b1e,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",241,211,1402.4896265560167
711868ace4876138ab4e03fc54715da459bfc9f6,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",716,220,391.06145251396646
eab8e3ec0952e783bbb608ce5fa86fb8ee04d850,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",862,380,498.83990719257542
684cc8d2d175aa1b555e7931d7c66a06aeacbbcb,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1000,240,430.0
0f5ca72e5815fa86f294c0225c8a0cc79e9724da,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",678,187,390.85545722713863
4ca34dc82f699f9bb2006972dda9b2e6d2270c46,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",79,79,3037.9746835443038
d3b10b10a74bf8c315fade01d6db6bb2165a3d4a,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1100,170,416.36363636363637
d3c9e876c8068b178bc7e5feb69ab3e2d2fc9009,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1100,165,204.54545454545453
f3101c65523346822c15edc8bf53a0f2f0202eba,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1039,245,442.73339749759384
3ce88899b033343a52012474db4ee735a1aabf41,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1127,400,754.21472937000885
13bb967fb5ec9f7a96330d81ddef958fa091a63d,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1250,420,1080.0
8ca6d16c1cb99a4811473e5313fc174daedeb96f,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,58,50,2268.5534482758621
7559e44bfd42a03b051e9fd92316c4a5d7c027d9,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",850,200,400.0
bc6655760410698db317760069d9ed3c0f18774a,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",145,94,2112.6620689655174
f56d476dbfda0003e1a2d472e98e550003319da9,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",800,150,243.75
4fe750a9c12fd5ec906f3be75c5a49a9440db92b,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1300,350,692.30769230769226
1fe929dc5e21ea1ca9d55c70f65efaa85eed79aa,2014-12-20,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,,213,159,821.59624413145536
15961fad3564eb5a95edb7cee5151e758a010090,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1100,430,1363.6363636363637
4d8d64daf203d5a268cd36dc050d5f8bc28a9842,2014-12-11,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,,820,300,792.68292682926824
fc851b510221414ee073155779f4b0d08eb32f5f,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",997,187,295.88766298896689
6d319aaffcc664aaf39066ea53ba9abd23d13a84,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",718,240,452.64623955431756
4c7e3562a4eafc288f8ae2a6f41af1f2852f2669,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",57,49,2789.4736842105262
7c007377aecd48ca7362652399c4896c160391c1,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",58,44,1926.4655172413793
f659191c6cf868cb0f42dca9d3fcf4829076d612,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",987,156,268.49037487335357
8c3afcf9d75db226ec1cc40338fb12980cb63fb6,2014-12-11,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.6794314,-58.6141553",743,300,962.31493943472412
8ecf7f03baf9dec13ea5ee65f3a4c0333ba0070f,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",900,277,866.66666666666663
71a28a795fcba0b702caa784a455adba4090e091,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",750,255,320.0
a3fba7b5d707ea6a95eb4d91282c2b76041e2a85,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",729,186,356.65294924554183
ff59049e1c623e0cf7b1ca7447c0feb465235acd,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1050,450,780.952380952381
0c02a5f8d2f093f1248350cbece9797efa2e157b,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1010,245,544.55445544554459
d40f0f4bb6c596d83120ed97df13409d0e92dc03,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",855,211,430.40935672514621
8b45615ba8b20d87b802dfee23c2f7e230ba1940,2014-11-07,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,49,41,1673.4693877551019
ba48f235ce70cdf03e784b565b58b16ef3284cc7,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",692,220,339.59537572254334
3a77e8d8b3be598d42d193e326031fba793091af,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",723,290,968.18810511756567
cf6a9a30b7987023a337998e93e4fba229264855,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1024,450,439.453125
b7bf7f07b4b241f1107b8ec166594fbcf189298d,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",960,190,343.75
8e2854fc40e623fd8562bc7b99ab27dc032c9ac5,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",960,430,708.33333333333337
b54821e5380688759a50d9b3215ef3751a8a600e,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",890,200,320.22471910112358
4bcc5b4d00bdb7bc04f668b5aae17560aa68fb6e,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",780,220,510.25641025641028
ef638fabef36594a45a7903499d1945bc1b35a57,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,58,51,2119.1836206896551
3ca3d39d3789c7279022050aa8a6241e6c7d9bb2,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",92,53,1671.7282608695652
72f758813e2da88a3b672e692722bdc0fef4159a,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",115,100,23572.82608695652
8ffe1d59fcc7ba182e8faf6ecc214745f10b0e31,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",993,320,427.99597180261833
c851ef91e2e89fd3aacb11ecd2f72ee6678a26da,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1084,200,396.67896678966792
1628694ad8e6e5cd00de16c0d66dd4e2f0027303,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",580,210,620.68965517241384
d48f10951d476a1817741e0d74d7944a2340d358,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1512,267,413.35978835978835
ce1e86e65e6fb71cb211897127a5215e7cf1f463,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,58,51,2119.1836206896551
905967aeffd0033c169a5d83888d90cbb57e7800,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",103,88,2475.7281553398057
ef70b1109538780c9cb238c2675b0e4bcad068c4,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",62,47,28616.870967741936
846fafdf4a40798354999a39c9f1c406b6164a07,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1000,240,315.0
7cf53b3421dc08cb48a1b949c8f470d87ff16334,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",63,63,2783.0952380952381
417bc3d447c9794c53fb1bda705503452a0fb8d2,2014-09-12,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,,890,150,302.24719101123594
3011f8bd0b2f067363e0ff1c0457ce9733272b85,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",780,315,576.92307692307691
0a23f93218b3d86202eb61a03d28e0de46b09051,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1200,340,500.0
6fb124c131dabcdf6a6ae4f57879f83aecbed271,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1850,400,386.48648648648651
cb29695c7c6e791f31bb4726a97bf7dbea3a9f77,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",274,219,1605.8394160583941
d9c255f8969a47984a4ace160bd8ee7cebcac761,2014-09-11,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4187172,-58.5769929",57,53,2421.0526315789475
38a09dacb1ba245e5dd2e9756d263db4033849d1,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",900,330,522.22222222222217
06b596254051aabdea6e98e21cc836038bbf8c96,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1083,185,272.39150507848569
d4926dbc606bb120cdee9fe25afa6d6637908085,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1180,503,1144.0677966101696
5a1b618b8504e8527306c0b1343ef49b6fef0684,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",57,46,2169.2105263157896
e05df643d5590244dd27a395f8ac9cc76660fa8c,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",949,240,611.16965226554271
b8b65812d0f18bda9fdb4274e730a86dde07e46f,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",928,400,1023.7068965517242
e1641117b4f159345014d409065746e8f61a78d9,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",101,93,35169.900990099013
65f56339b2b69871360dc80d5d6026f2861915c5,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1000,360,885.0
2568650520afde137e8d6a4055ddf6926d6b46a3,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",970,300,716.4948453608248
7db83024bda4258bb6d96899918a167bfe174408,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",917,180,294.43838604143946
b4e6e0a45919c0c2e805822cb4d0d2b95904c117,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",105,89,3190.4761904761904
91ab3a06433d3e360c0e0b0759dbf979d299d681,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",962,105,181.9126819126819
1a34531fa0e853cc1b797c4254b827a896dc4dc1,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",118,87,1982.5762711864406
7ef54513b283e6c9aec8ad4f200011c22a9955e3,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",800,150,298.75
a182cd1dce0c5d09b02984a31c6fd445210c6ec5,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",800,220,400.0
094c23247e23f9a437485db7d25f8e90b28b9eff,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1100,275,618.18181818181813
55cec0b1237b8a81087efcf24616c7b151773f66,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",74,50,2351.3513513513512
cb8bfdbbfb414d40e4aa4ceeecd438d7338debf2,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,57,50,2308.3526315789477
f2364f5521bf29ee3e369ec3b431e36e5ce2cb38,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",750,187,320.0
7befc9570f3bdb2f4fb135d946646f23c1bd6ed3,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",622,105,546.62379421221863
c3a262bbc27146ea39bd114a2966c1fe1e42fb78,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",2493,370,597.67348576012841
95ce611356d26f29c5e240f66d96bbc4fbad14d8,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",2156,656,487.012987012987
a96085e9053a510834aab520c826b0eb20cdcacf,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,87,70,2034.5718390804598
46e1fb55c63ed91d96db31d1a7b25e75d20f34bb,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",600,180,408.33333333333331
3c92d4f99d54b2c14e30321998bfd23a20348ce0,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1516,328,382.58575197889184
01b73f5ad62f698aea04c5278e2743aac0b87186,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",921,287,651.46579804560258
9270d071746b1e9a9f3482757ba62c0fd3c9149d,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",751,105,330.22636484687087
ec86f742f20789f2963f7fb68adb12d1fa743ab7,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",811,180,351.41800246609125
5c6d9a17a92c37a81aca0f4e397208f618f93ac8,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",61,61,2661.3934426229507
8da40e74b1a25ea540fee9eb4391e242b6d0f63a,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",81,75,39513.950617283954
31d56242b95546f646439a45144dbc62a79209a4,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",88,75,33454.340909090912
a84e628ffbd223e88ce316d3ea74878461a0aa62,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1367,440,1097.2933430870519
248cc96cf597a12e0a8ed3ca8ecfca8fc37b1264,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",61,61,2637.0491803278687
4358ccda7a51d1460133455f539cef8985dab87a,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",900,233,600.0
08a4f00f2a1b9b8f010f5b8d11d7c3af5ea674c1,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1700,280,270.58823529411762
7afe42f650b0245aebba6d264ba664d53bb57cc3,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",58,44,1906.5517241379309
83e578abda63348b8e2ed1166dd2103b70b519f4,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",57,46,2190.0
311646ef21ba0863342a3d96a598e42da77f2940,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,58,51,2119.1836206896551
f831f52b1fc7ac00c2201c9915a027feaab88f65,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",69,65,29710.144927536232
46b35e39ca2c8101def58a30f553424938a94e36,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1120,255,441.96428571428572
e3a92fba568f4231b0fb18611930fc436754e965,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",667,150,367.31634182908545
7a71c8fc755b489c5280858c895d477ca2f9f716,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,81,65,2110.5586419753085
f38940aa10262ededd0cbdf49347df8713642ff0,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",800,325,912.5
c1eb7f372880f61d1570abaa4f52c4c7084a853d,2014-10-11,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4717554,-58.768542",920,185,277.17391304347825
1c98c56c3364a774d1f3b6ff49ef8177ea870e4f,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1000,140,600.0
2a77b04ef6e6fe8e9897aed42590fd2ecc3a24d8,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",72,60,2041.6666666666667
4a02ed62062d8759b3366700497800421bb859cd,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1120,275,401.78571428571428
191d18628509496760e66d723d8e43e13f1e02bf,2014-09-05,sell,PH,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4187172,-58.5769929",61,56,2524.5901639344261
8fda0e03f81f3c0912b4298d86e01dfd7ec645e9,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1270,200,161.41732283464566
dad48e5226d82d50eef4873073c7c9c9f464bcec,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",62,47,51623.06451612903
fc0469b2731c7556efbb9ba9070c2e647a8c016b,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",670,290,716.41791044776119
53241ffa9fb02882f505e8bb440bd18a77237e5a,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",830,250,542.16867469879514
e508a5f52fff49ac3591bc5cc168d293310f6883,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",713,131,336.60589060308553
789253fd3e2643e43544c64418a398bd33cc6049,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",755,415,1125.8278145695365
884fba3c00d7eeb965de3449c9428f26864ed262,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",540,210,666.66666666666663
6e7ea19fe1242325b7ee6d8f76501eef5c9da407,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",800,160,381.25
11b34b8fc36e54b62533877f7fdbd2151b4eda40,2014-12-11,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-33.6777557,-59.6640101",205,205,951.219512195122
ead5001400df31d19f86abd0df54167d59d7b036,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",818,340,696.82151589242051
0c8f316d0c4c56ac0eca582cb82cd2f782f21aae,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",67,54,2820.89552238806
ff4ec804f8ea3db0e5f803b630174b58d44d23d7,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",946,445,1374.2071881606764
dc44ecf73a9190108ef763a053dfe36d7f7bd2c3,2014-10-01,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4371878,-58.5521353",89,89,1707.8651685393259
18bdc12e50b3c9e7fe12178dae5822e0484396a6,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",816,200,416.66666666666669
1ac6e054c49d8f6533699f3b4c4873dafa025ffe,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",793,385,945.77553593947039
6bcf743292d4c5a0863a07011bae9caf5bf17170,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",101,85,2478.1188118811883
3c608769f0f2a9109fd20b763c4bc20ff6d73475,2014-12-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4339828583,-58.5673684672",63,54,1555.5555555555557
aff2d0e52a4763612bd4063ba323e2d3e872d842,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",123,89,1991.3739837398373
2c3c9db2f7478b5d2138748d0987e85e122e9b57,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1110,850,1531.5315315315315
bd1f0de0fcd895aed216b9992ec4d53963bd0518,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",58,44,2016.4655172413793
f898ce9387516b43866be6407c7e92238112c3df,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,57,50,2308.3526315789477
3f98c730e242198cb110db1e26e3af57628fc5ba,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",118,58,13389.830508474577
291369d66b6b35e627c8415bfcf93a302fc80918,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",759,153,283.26745718050068
93bcb4ac8381bb418c18cedea7573052c9f04cb2,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",2100,420,309.52380952380952
25e7f3505a7668c44aee02dcbd960f87fcb1afe1,2014-07-23,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,,58,51,2119.1836206896551
502e7c067f5640817baa7bd063df41632ee361db,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1100,230,463.63636363636363
2defd573b9bbb1ac53f50787c2d756ba72c8ee1a,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",85,72,2470.5882352941176
9bb093d01d0e2cc1fa15ac23816d8e5060afb424,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",532,200,686.09022556390983
f7f29ace8046a8a6de3e9691fa036356a8be034b,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1258,584,1192.368839427663
d773fc5e1a7cc999c4c83840f1d447df5667ab83,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",950,180,363.15789473684208
e91e24664195b5e3c71c2b45dd3d7eaee0b5cd0e,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",930,166,333.33333333333331
f1dcf62c8aafe0d3ed4cda5feb9efc2da536b181,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",102,95,2426.2352941176468
10f3f341e2925485420f201eb243b80af880d079,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",980,280,663.265306122449
c3613a0b87a238f6cb47811e474fef6a63d50531,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",967,342,1240.9513960703205
8df33d2a5af3999fb11768f814c2151c886acda7,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",900,155,266.66666666666669
6acd3e108b7c81b6e30817aa8f42ed78827b7b88,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",800,350,456.25
6ff4a3b69eaf0a19c175c68e8ab3fe5f9875cbae,2014-11-28,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.415625,-58.5876735",1000,350,750.0
7b1d7599f74a288494b0a8af18e0dd1fb3b8462d,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",85,72,30600.023529411767
b1bdcc5b251dc9b059c0a691277303d04ff0919c,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",605,155,438.01652892561981
911cbb453860b52a69e4dbfd35466d884eee5820,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1180,304,805.08474576271192
039ebef0a31656fa8ad0ba5e0877f923f3ad9636,2014-11-07,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.4323690221,-58.5878174007",68,65,1750.0
1b46afc7a75d7786742ba9427a2370503479e9aa,2015-01-30,sell,apartment,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",89,72,3258.4269662921347
a2a445f416e49a925f4092ab877668d39eff3e67,2015-01-30,sell,house,Argentina,Bs.As. G.B.A. Zona Norte,"-34.447361,-58.631426",1200,400,658.33333333333337
