"user_id","install_time","platform","country_region","city","gender","min_age_range","max_age_range","event_1","event_2","event_3","event_4","event_5","target_churn_indicator"
"79948d39",2018-07-05 02:15:11,"Android","Entre Rios","Urdinarrain","female","18","20",4,4,0,2,5,1
"f7334c21",2018-07-03 22:44:07,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",35,67,1,12,16,0
"73d7ed56",2018-07-04 16:46:45,"Android","Rio Negro","General Roca","male","13","17",58,57,4,9,6,0
"98f39c8a",2018-07-02 15:49:01,"Android","Buenos Aires","Campana","female","13","17",10,15,0,3,5,1
"755a5107",2018-07-06 00:05:05,"Android","Salta","Salta","male","18","20",92,95,8,28,24,0
"3a2fc892",2018-07-04 05:40:14,"Android","Jujuy","San Salvador de Jujuy","female","18","20",13,12,0,3,5,0
"4f9c4d07",2018-07-04 23:39:51,"Android","Entre Rios","Villa Angelica","male","18","20",8,9,0,1,2,0
"dfe41ffb",2018-07-03 16:41:00,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",6,0,0,3,2,0
"5d3e7a5d",2018-07-04 02:57:58,"iOS","Buenos Aires","Laferrere","male","13","13",7,15,0,5,3,0
"e6beb9d7",2018-07-04 06:39:32,"Android","Buenos Aires","Don Torcuato","female","18","20",6,8,0,4,3,0
"3f61b929",2018-07-04 18:44:47,"Android","Buenos Aires","Moron","female","18","20",8,8,0,5,4,0
"9b86a7dd",2018-07-06 13:47:26,"Android","Chaco","Resistencia","unknown","18","20",5,0,0,4,6,0
"2f858b3e",2018-07-01 13:16:03,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",9,8,0,5,3,0
"5b22d5dc",2018-07-01 20:44:12,"Android","Buenos Aires","Banfield","male","13","17",7,7,0,4,1,0
"1d014897",2018-07-03 14:35:13,"Android","Entre Rios","Villa Angelica","unknown","13","17",8,4,0,6,9,1
"99ef7662",2018-07-05 13:28:53,"Android","Buenos Aires","Campana","male","13","17",19,19,0,4,4,0
"81007aa8",2018-07-04 04:53:23,"Android","Tucuman","San Miguel de Tucumán","female","13","17",16,25,0,4,7,1
"78d1a5f5",2018-07-05 19:23:58,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",5,11,0,1,3,0
"7c8f5a3",2018-07-04 23:48:53,"Android","Buenos Aires","Mar del Plata","female","18","20",8,7,0,2,8,0
"9b02c363",2018-07-07 23:32:53,"Android","Cordoba","Villa María","male","18","20",4,4,0,1,4,1
"6f801d3b",2018-07-04 02:41:33,"Android","San Luis","Casimiro Gomez","female","13","17",13,18,0,3,4,0
"493e9062",2018-07-03 16:36:50,"iOS","Cordoba","Alicia","female","18","20",78,75,6,13,15,0
"de6ff8f9",2018-06-30 20:42:47,"Android","Catamarca","San Fernando del Valle de Catamarca","female","13","17",5,7,0,3,5,1
"f1d04460",2018-07-03 23:28:45,"Android","Cordoba","Córdoba","male","13","17",3,5,0,1,3,1
"f174f1db",2018-06-30 18:27:47,"Android","Buenos Aires F.D.","Villa Urquiza","female","18","20",0,0,0,2,0,1
"9e097638",2018-07-06 04:20:50,"Android","Buenos Aires","Mariano Moreno","male","13","17",14,13,0,4,7,1
"9d0eead3",2018-07-03 01:21:44,"Android","Buenos Aires","Villa Ballester","male","13","17",63,48,3,20,16,0
"dfa587ad",2018-07-07 21:11:18,"Android","Buenos Aires","Jose Leon Suarez","male","13","17",0,0,0,1,0,1
"1419eaee",2018-07-05 03:15:20,"Android","Corrientes","Corrientes","female","13","17",9,10,0,4,9,0
"f6342c81",2018-07-04 02:31:05,"Android","Buenos Aires","Laferrere","male","18","20",11,9,0,4,11,1
"9e099e15",2018-07-07 16:05:42,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",1,2,0,1,1,1
"5b828ff4",2018-07-05 13:35:08,"Android","Chaco","Pampa del Indio","female","18","20",7,5,0,2,4,1
"90b31c79",2018-07-07 06:15:36,"Android","Chaco","Presidencia Roque Sáenz Peña","female","18","20",8,9,0,5,4,0
"9105bafb",2018-07-07 02:18:13,"Android","Entre Rios","Villa Angelica","male","13","17",16,13,1,6,1,1
"a51bc384",2018-06-30 23:49:32,"Android","Tucuman","San Miguel de Tucumán","male","18","20",7,6,0,2,7,1
"9417c59",2018-07-06 15:27:10,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",3,3,0,1,2,1
"cbc9b49f",2018-07-04 16:42:55,"Android","Tucuman","San Miguel de Tucumán","female","18","20",25,119,1,5,7,1
"524f49aa",2018-07-01 18:26:48,"Android","San Luis","San Luis","female","18","20",13,12,0,7,1,1
"47e26c27",2018-06-30 02:32:16,"Android","Corrientes","Corrientes","female","18","20",29,23,0,1,3,1
"fc3d280b",2018-07-01 20:46:55,"Android","Buenos Aires","Mariano Moreno","male","18","20",1,1,0,2,1,1
"957e04dc",2018-06-30 14:46:34,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",10,13,0,10,6,1
"4ca0318b",2018-07-02 04:10:51,"iOS","Buenos Aires","Merlo","male","13","17",12,11,1,10,1,0
"7a435c29",2018-07-07 21:47:59,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",7,6,0,2,4,1
"e62a7582",2018-07-03 23:59:16,"Android","Buenos Aires","Berisso","male","18","20",22,23,2,7,3,1
"6cd4f5e3",2018-07-07 22:12:34,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",2,4,0,3,2,1
"8eaf3108",2018-07-05 21:46:10,"Android","Santa Fe","Funes","female","18","20",3,2,0,2,3,0
"1287dbfb",2018-07-06 02:17:23,"Android","Buenos Aires","Pilar","female","18","20",19,19,1,7,6,0
"a7a48fe5",2018-07-02 03:23:20,"iOS","Buenos Aires","San Miguel","female","18","20",5,4,1,3,1,1
"8ac4fbad",2018-07-07 21:28:55,"Android","Buenos Aires","San Isidro","male","18","20",2,4,0,3,2,0
"c5b614be",2018-06-30 13:04:22,"Android","Buenos Aires","Miramar","female","18","20",4,16,0,3,2,1
"1cd11300",2018-07-05 03:42:34,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",0,2,0,1,1,1
"826ba391",2018-06-30 02:42:15,"Android","Buenos Aires","Burzaco","male","13","17",2,14,0,3,2,1
"6d9cbb0",2018-07-04 17:55:49,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",0,0,0,2,2,1
"3d074de7",2018-07-03 03:48:56,"Android","Tierra del Fuego","Rio Grande","male","18","20",20,21,0,3,5,0
"3e876493",2018-06-30 18:18:01,"Android","Salta","Salta","male","18","20",2,2,0,1,2,1
"8229d7e0",2018-07-02 17:24:48,"Android","Buenos Aires","General Rodriguez","female","18","20",20,79,0,10,7,0
"4a210220",2018-07-02 18:06:14,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",10,9,0,1,5,0
"9a26bb4a",2018-07-03 19:11:52,"Android","Buenos Aires F.D.","Villa del Parque","female","18","20",33,41,1,4,10,0
"d7e772bc",2018-07-02 19:54:51,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",2,30,0,3,1,0
"be827e62",2018-07-01 19:05:01,"Android","Buenos Aires","Libertad","male","18","20",1,1,0,1,1,0
"f5d828e1",2018-07-04 00:21:28,"Android","Buenos Aires","Veronica","male","18","20",2,3,0,1,2,1
"65cd5de3",2018-07-04 22:12:05,"Android","Buenos Aires","Esteban Echeverria","male","18","20",8,10,0,2,5,0
"e6bd5fa5",2018-06-30 22:36:16,"Android","Buenos Aires F.D.",NA,"male","18","20",2,10,0,1,2,1
"3658c6f",2018-07-05 03:43:00,"Android","Buenos Aires","Hurlingham","male","13","17",0,0,0,1,0,0
"38c06b72",2018-06-30 18:09:27,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",2,1,0,1,3,1
"e2ee3b25",2018-07-01 14:05:37,"Android","Buenos Aires","San Antonio de Areco","male","18","20",2,29,0,1,2,1
"87f03fc8",2018-07-01 18:07:20,"Android","Salta","Salta","female","13","17",73,88,4,18,12,0
"a60256b0",2018-07-07 15:57:31,"Android","Buenos Aires","Capitan Sarmiento","male","18","20",2,11,0,5,2,0
"be282ae8",2018-07-03 19:40:12,"Android","Entre Rios","Villa Angelica","male","13","17",39,75,1,6,3,0
"77cc48ea",2018-07-06 15:10:42,"Android","Buenos Aires F.D.","Floresta","male","13","17",12,11,0,5,0,0
"71045983",2018-07-03 15:51:39,"Android","Mendoza","Mendoza","male","13","17",2,2,0,4,1,1
"e443dca2",2018-06-30 17:18:08,"Android","Tucuman","San Miguel de Tucumán","male","13","17",0,0,0,6,0,1
"1337e9ff",2018-07-04 00:28:30,"Android","Buenos Aires","Matheu","female","18","20",6,10,0,6,2,0
"c6c6f76f",2018-06-30 02:15:20,"Android","Buenos Aires","Villa Adelina","female","18","20",3,3,0,1,3,1
"88928c2f",2018-07-02 15:42:42,"Android","San Luis","San Luis","female","13","17",11,9,0,4,1,0
"372594bd",2018-07-06 20:58:33,"Android","Buenos Aires","General San Martin","male","18","20",0,34,0,2,0,0
"175e16bf",2018-06-30 20:14:47,"Android","Buenos Aires","Mar del Plata","female","18","20",1,7,0,2,2,1
"143cc40f",2018-07-02 00:50:16,"Android","Buenos Aires","Lomas de Zamora","male","13","17",47,154,3,12,5,0
"4a90082e",2018-06-30 17:24:03,"Android","Chaco","Resistencia","female","13","17",7,8,0,3,4,1
"cd9146e2",2018-07-06 19:56:04,"Android","Buenos Aires","Quilmes","female","18","20",17,23,0,1,11,0
"55c7b78a",2018-07-01 21:34:00,"Android","Buenos Aires","La Plata","female","18","20",7,11,0,1,2,1
"eda84552",2018-07-05 00:54:13,"Android","Buenos Aires","Wilde","male","13","17",3,5,0,3,1,1
"823d7ea9",2018-07-04 04:13:40,"Android",NA,NA,"male","18","20",1,1,0,1,1,1
"c845129f",2018-07-04 15:28:25,"Android","Buenos Aires","Nueve de Julio","female","13","17",7,7,0,4,7,1
"1b069671",2018-07-07 11:40:50,"Android","Buenos Aires","Martinez","female","18","20",3,3,0,3,3,0
"6c498563",2018-07-06 03:30:16,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",8,4,0,1,1,0
"50c99441",2018-07-01 22:58:32,"Android","Buenos Aires","Pergamino","female","18","20",32,30,1,10,7,0
"fe5bb1f7",2018-07-05 02:38:49,"Android","Buenos Aires","Esteban Echeverria","female","18","20",0,0,0,1,1,1
"abc0ea1e",2018-07-04 04:16:33,"Android","Buenos Aires","Olavarría","female","18","20",16,16,0,9,1,0
"e01d97a3",2018-06-30 01:13:07,"Android","Buenos Aires","Martinez","male","18","20",9,10,0,3,8,1
"c322cae",2018-07-03 22:53:02,"Android","Salta","Salta","female","13","17",1,52,0,2,2,1
"c22bd20",2018-07-04 22:20:36,"Android","Buenos Aires","Olivos","female","13","17",25,32,2,3,2,1
"9d2bb2a7",2018-07-07 23:28:25,"Android","Buenos Aires","Merlo","male","18","20",1,1,0,1,1,1
"9a02a543",2018-07-04 21:53:06,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",1,1,0,1,1,1
"d19c4b16",2018-07-06 16:59:21,"Android","Buenos Aires","Ituzaingo","female","18","20",9,9,0,5,8,1
"d3f86f5c",2018-07-07 02:45:09,"Android","Buenos Aires F.D.",NA,"male","18","20",47,58,6,20,4,0
"957be93f",2018-07-07 01:42:31,"Android","Buenos Aires","Longchamps","female","18","20",55,118,4,8,6,0
"642e6184",2018-06-30 03:07:24,"Android","Buenos Aires","Wilde","male","13","17",25,22,1,13,4,1
"29047689",2018-06-30 00:02:32,"Android","Entre Rios","Villa Angelica","female","18","20",21,85,1,9,4,1
"6d4bc156",2018-07-03 19:22:15,"Android","Buenos Aires","Lomas del Mirador","female","13","17",1,1,0,3,1,1
"445d35af",2018-07-05 23:42:22,"Android","Entre Rios","Gualeguaychú","female","18","20",7,9,1,4,3,1
"29084caa",2018-07-05 17:34:37,"Android","Buenos Aires","Jose Leon Suarez","female","13","17",5,5,0,5,5,1
"6cb7cfb5",2018-06-30 01:57:38,"Android","Buenos Aires","La Plata","female","13","17",13,21,0,4,5,1
"f5ccf7a9",2018-07-03 18:04:34,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",29,29,0,2,12,0
"b755286f",2018-07-06 19:36:47,"Android","Buenos Aires","La Plata","male","18","20",1,13,0,5,1,0
"5ce86129",2018-07-01 05:30:25,"Android","La Pampa","Lonquimay","female","18","20",0,0,0,2,0,1
"71eb4e3b",2018-06-30 16:57:07,"Android","Corrientes","Corrientes","female","18","20",9,8,1,4,5,1
"adafc803",2018-07-05 20:11:45,"Android","Santiago del Estero","Santiago del Estero","male","18","20",5,16,0,1,3,1
"3e305fa5",2018-07-04 02:15:04,"Android","Buenos Aires","Wilde","male","18","20",45,44,0,6,14,0
"3e3040a2",2018-06-30 23:48:54,"Android","Buenos Aires","Villa Ballester","female","13","17",9,11,0,3,6,1
"78b9a33a",2018-07-02 01:32:06,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",17,17,1,2,1,1
"dcf2d25f",2018-06-30 19:55:32,"Android","Buenos Aires","Mariano Acosta","female","18","20",55,84,3,26,3,1
"87dedb2c",2018-07-04 13:28:46,"Android","Buenos Aires","Quilmes","male","18","20",16,20,1,2,7,1
"5c3644dc",2018-06-30 10:16:29,"Android","Entre Rios","Villa Angelica","male","18","20",2,2,0,3,2,1
"492a35ed",2018-07-06 00:56:40,"Android","Cordoba","Córdoba","male","18","20",26,34,1,6,9,0
"98d765cc",2018-07-01 23:16:01,"Android","Buenos Aires","Burzaco","female","18","20",21,19,1,6,8,0
"f0497d66",2018-06-30 23:40:53,"Android","Buenos Aires","Ramos Mejia","male","13","17",3,3,0,1,4,1
"6cbb1b08",2018-06-30 22:14:33,"Android","Cordoba","Córdoba","female","18","20",30,31,0,3,7,1
"7c1da94f",2018-07-03 18:47:18,"Android","Entre Rios","Villa Angelica","female","13","17",3,3,0,2,4,1
"e9b0c107",2018-07-07 01:06:58,"Android","Catamarca","San Jose","female","13","17",4,4,0,2,3,1
"a7376269",2018-07-05 14:03:59,"Android","Entre Rios","Villa Angelica","female","18","20",4,5,0,1,4,1
"d88b611b",2018-07-07 15:43:31,"Android","Buenos Aires","Caseros","male","13","17",9,9,0,2,4,0
"e28411d4",2018-07-06 20:57:00,"Android","Santa Fe","Santa Fe","male","13","17",85,93,4,11,12,0
"22f40be7",2018-07-07 00:01:06,"Android","Buenos Aires","General San Martin","female","18","20",4,11,0,3,4,1
"fd438511",2018-07-05 17:17:23,"Android","Buenos Aires","Grand Bourg","male","18","20",4,4,0,2,2,0
"14010f7c",2018-07-07 17:14:55,"Android","Buenos Aires","Bragado","female","18","20",35,39,1,11,7,0
"7ca5442d",2018-07-06 14:52:18,"Android","Buenos Aires","San Miguel","male","13","17",3,8,0,2,3,1
"bb002789",2018-07-07 18:58:19,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",20,16,0,7,5,0
"81f8540b",2018-07-06 20:34:06,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",18,18,0,4,8,0
"7d8a8fd",2018-07-06 15:26:10,"Android","Jujuy","Palpala","female","18","20",25,32,0,5,26,1
"47b5f62d",2018-07-05 04:50:58,"Android","Buenos Aires","La Plata","female","13","17",37,26,2,6,10,1
"4bd1ad19",2018-06-30 23:57:53,"Android","Buenos Aires","Mariano Acosta","male","13","17",3,4,0,1,3,1
"c49e71d3",2018-07-01 22:47:35,"Android","Buenos Aires","Mariano Moreno","female","13","17",3,3,0,1,2,0
"60c5ff8e",2018-07-02 01:30:34,"iOS","Cordoba","Santa Magdalena","male","18","20",41,41,2,9,4,0
"2ba607e6",2018-07-04 20:06:26,"Android","Mendoza","Godoy Cruz","female","18","20",4,12,0,2,1,1
"762b6df",2018-07-07 20:58:22,"Android","Buenos Aires","San Antonio de Padua","female","18","20",1,1,0,1,2,1
"b3a3ccfd",2018-07-03 14:14:49,"Android","San Luis","San Luis","female","18","20",4,2,0,4,5,0
"a8df4e82",2018-06-30 04:35:50,"Android","Buenos Aires","Villa Bosch","female","18","20",17,41,1,12,6,1
"b9907229",2018-07-03 22:24:49,"Android","Buenos Aires","La Plata","female","18","20",1,1,0,2,1,1
"6660b72b",2018-07-03 17:15:50,"Android","Buenos Aires","Lanus","male","18","20",18,58,1,6,4,0
"57e6d0f4",2018-07-05 02:33:45,"Android","Buenos Aires","Mar del Plata","male","18","20",1,2,0,1,1,1
"e2ef8669",2018-07-06 00:13:58,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",1,0,1,1,0,0
"9a7ffa51",2018-06-30 23:50:09,"Android","Buenos Aires","Hurlingham","female","13","17",1,1,0,1,1,1
"59970478",2018-07-05 03:31:33,"Android","Buenos Aires","Lanus","male","13","17",5,5,0,9,2,1
"dcffd06",2018-07-04 02:07:51,"Android","Buenos Aires","General Viamonte","male","18","20",5,4,0,1,5,1
"60a23323",2018-07-04 22:02:28,"Android","Cordoba","Córdoba","female","18","20",2,2,0,1,3,0
"7ab5a654",2018-07-04 00:44:13,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",3,6,0,1,3,1
"7f0b2d8c",2018-07-06 00:47:32,"Android","Tucuman","San Miguel de Tucumán","male","18","20",23,27,2,6,11,1
"f4ec9693",2018-07-05 00:16:51,"Android","Cordoba","Córdoba","female","18","20",5,14,0,4,5,1
"20798dd5",2018-07-05 23:36:17,"Android","Cordoba","Córdoba","male","18","20",2,3,0,2,2,1
"74b8c9e8",2018-07-06 16:53:26,"Android","La Pampa","Eduardo Castex","male","13","17",4,6,0,2,3,0
"faf8bda9",2018-07-07 01:31:12,"Android","La Rioja","La Rioja","male","18","20",1,1,0,4,2,1
"f0bd5f94",2018-07-01 23:49:28,"Android","Buenos Aires","Berazategui","male","18","20",25,26,3,10,2,0
"ba61d3b5",2018-07-05 20:04:55,"Android","Buenos Aires","Ramos Mejia","female","13","17",17,17,0,5,7,0
"d453122d",2018-07-01 00:19:22,"Android","Cordoba","Córdoba","male","18","20",2,1,0,3,1,0
"d965299f",2018-07-07 15:04:15,"Android","Buenos Aires","Tapiales","male","13","17",1,0,0,1,1,1
"d6be3518",2018-06-30 02:01:59,"Android","San Juan","San Juan","male","13","17",3,3,0,1,3,1
"dbddad15",2018-07-06 22:04:34,"Android","Buenos Aires","Los Polvorines","male","18","20",3,3,0,2,3,1
"70221d98",2018-07-01 23:13:48,"Android","Buenos Aires","Merlo","female","18","20",6,6,0,5,1,1
"870a8989",2018-07-05 03:04:54,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",14,13,0,3,6,1
"404a4b79",2018-07-07 19:24:49,"Android","Buenos Aires","San Justo","male","13","17",11,11,0,5,3,1
"57f8f303",2018-07-02 02:10:20,"Android","Neuquen","San Martín de los Andes","male","18","20",25,22,1,5,1,0
"d5b42533",2018-07-01 02:53:24,"Android","Tucuman","San Miguel de Tucumán","male","18","20",55,133,2,9,20,0
"c242b4f",2018-07-01 22:48:03,"Android","La Pampa","Intendente Alvear","male","13","17",2,2,0,4,2,1
"4767c382",2018-07-07 22:17:02,"Android","Rio Negro",NA,"female","18","20",16,16,0,2,3,0
"5077017a",2018-07-05 17:33:14,"Android","Jujuy","El Brete","male","18","20",2,2,0,1,2,1
"4b92a25f",2018-07-05 03:00:47,"Android","Formosa","Formosa","female","13","17",7,149,0,12,8,0
"2e357f78",2018-07-01 15:20:11,"Android","Buenos Aires","San Miguel","female","13","17",107,101,6,21,22,0
"c65efdbd",2018-07-06 23:09:40,"Android","Santa Fe","Rafaela","male","13","17",4,5,0,3,4,1
"a1162363",2018-06-30 21:42:26,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",18,8,0,8,6,1
"c46a092d",2018-07-01 05:20:29,"Android","Santa Fe","Ibarlucea","male","18","20",24,22,1,3,6,0
"a7e5aef9",2018-07-07 03:40:03,"Android","Chaco","Resistencia","male","18","20",5,9,0,1,3,1
"bfbd4164",2018-07-07 04:21:14,"Android","Buenos Aires","Bahía Blanca","female","13","17",16,21,0,4,5,0
"879763ca",2018-07-04 04:37:06,"Android","Buenos Aires","Lomas de Zamora","male","18","20",2,2,0,2,1,0
"8ffdb960",2018-07-06 08:33:07,"Android","Entre Rios","Villaguay","female","13","17",7,11,0,6,1,0
"f003e51d",2018-07-01 03:31:02,"Android","Entre Rios","Villa Angelica","male","13","17",5,7,0,2,5,0
"8e1326c1",2018-07-01 18:14:57,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",3,5,1,2,1,0
"459d2226",2018-07-07 01:24:07,"Android","Cordoba","Córdoba","female","18","20",9,13,0,6,9,1
"c078602c",2018-07-06 02:42:47,"Android","Buenos Aires","San Miguel","male","13","17",30,34,1,6,12,0
"ab29a4cd",2018-06-30 15:12:11,"Android","Buenos Aires","Quilmes","female","18","20",7,8,0,3,8,1
"9b40aecf",2018-07-06 13:27:26,"Android","Cordoba","Córdoba","male","18","20",4,7,0,3,4,0
"26a4ed2a",2018-07-01 20:01:41,"Android","Mendoza","Mendoza","female","18","20",17,21,0,2,4,0
"31336f22",2018-07-04 01:08:08,"Android","Tucuman","Concepcion","male","18","20",33,31,0,15,7,0
"5226ad2c",2018-07-03 22:39:47,"Android","Buenos Aires","Lanus","female","13","17",0,0,0,2,0,1
"167f23fc",2018-07-04 02:32:41,"Android","Neuquen","Neuquén","female","18","20",65,69,3,5,16,1
"9725f95a",2018-07-03 03:26:16,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",10,24,0,4,5,0
"f8dbb856",2018-07-01 23:18:41,"Android","Buenos Aires","Mariano Moreno","female","18","20",24,30,0,7,10,0
"4e38ad92",2018-07-07 22:06:26,"Android","Mendoza","San Martin","female","18","20",27,26,1,8,9,0
"32820590",2018-07-05 13:04:17,"Android","Jujuy","San Salvador de Jujuy","female","13","17",8,14,0,3,8,0
"64805e16",2018-07-01 07:49:18,"Android","Cordoba","Villa del Rosario","female","18","20",2,1,0,1,2,1
"db5c4623",2018-07-07 14:11:46,"Android","Buenos Aires","Mercedes","male","18","20",23,27,1,6,8,0
"8a5b00cd",2018-07-07 20:33:05,"Android","Buenos Aires","Burzaco","unknown","13","17",4,10,1,3,2,0
"eb0185bb",2018-07-03 02:38:00,"Android","Mendoza","Godoy Cruz","female","18","20",19,19,0,5,3,1
"f413548e",2018-07-03 02:00:53,"Android","Buenos Aires","Hurlingham","male","18","20",3,2,0,1,0,0
"9fae6220",2018-07-04 16:03:56,"Android","Cordoba","Río Cuarto","female","18","20",4,4,0,3,4,0
"a923a72e",2018-07-05 17:47:35,"Android","Tucuman","San Miguel de Tucumán","female","18","20",3,1,0,4,3,0
"5066c70e",2018-07-07 02:20:40,"Android","Tucuman","San Miguel de Tucumán","male","13","17",1,0,0,1,1,1
"f70b3853",2018-07-02 21:47:49,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",5,1,1,11,4,0
"6ce410cc",2018-07-06 22:18:09,"iOS","Tucuman","San Miguel de Tucumán","female","18","20",9,9,1,2,1,0
"3ba90a12",2018-07-06 23:59:42,"Android","Buenos Aires","La Plata","male","13","17",34,43,0,7,8,0
"ee795081",2018-07-01 18:07:10,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",2,2,1,2,3,0
"6266f2a2",2018-07-03 00:24:16,"Android","Buenos Aires","Lomas de Zamora","male","18","20",6,11,0,5,6,0
"130c2801",2018-07-03 03:12:50,"Android","Chaco","Resistencia","male","13","17",0,0,0,1,1,1
"38c380e5",2018-07-07 13:38:27,"Android","Cordoba","Villa del Rosario","male","13","17",1,1,0,1,1,1
"74177d3",2018-07-05 13:50:54,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",13,14,0,4,7,0
"b38c3b1",2018-07-04 18:43:11,"Android","Buenos Aires",NA,"male","18","20",3,6,0,7,3,1
"f24f7e82",2018-07-06 01:42:49,"Android","Santiago del Estero","Santiago del Estero","female","18","20",1,4,0,1,1,1
"30dc10c0",2018-07-04 23:04:28,"Android","Buenos Aires","Longchamps","female","18","20",1,2,0,2,1,1
"3f84cadd",2018-07-02 17:00:03,"Android","Buenos Aires","Burzaco","male","18","20",3,37,0,2,3,0
"67011d65",2018-07-04 01:30:35,"Android","Cordoba","San Francisco","female","18","20",3,8,0,6,1,0
"143cc40f",2018-07-02 00:50:16,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",8,12,1,1,1,0
"6cb7cfb5",2018-06-30 01:57:38,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",0,0,0,1,0,1
"4fbac9ac",2018-07-05 19:45:57,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",3,4,0,1,2,0
"9e675912",2018-07-04 19:54:31,"Android","Salta","Salta","male","18","20",1,1,0,1,1,1
"e5c4ef1c",2018-07-01 20:04:52,"Android","Buenos Aires","San Justo","male","18","20",37,40,0,11,10,0
"8a287034",2018-06-30 00:58:04,"Android","Buenos Aires","San Antonio de Padua","female","18","20",5,11,0,2,3,1
"811d7b79",2018-07-03 00:46:47,"Android","Buenos Aires","Berazategui","male","13","17",0,0,0,1,1,1
"1040660",2018-07-04 19:22:00,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",1,2,0,2,1,0
"d0e4c6d9",2018-07-03 22:56:13,"Android","Buenos Aires","Bahía Blanca","male","13","17",9,9,0,1,1,0
"4979b3c6",2018-07-02 00:06:38,"Android","Tucuman","San Miguel de Tucumán","female","13","17",6,15,0,1,3,1
"b05f353a",2018-07-03 15:01:31,"Android","Buenos Aires F.D.","Floresta","female","13","17",1,0,0,4,2,0
"491d1122",2018-07-03 11:17:49,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",1,1,0,1,1,1
"248dace2",2018-07-01 23:26:27,"Android","Cordoba","Córdoba","female","13","17",0,9,0,4,2,0
"d944234a",2018-07-01 06:25:49,"Android","Buenos Aires","San Fernando","female","18","20",3,3,0,3,0,0
"56ecbad2",2018-06-30 02:22:19,"Android","Buenos Aires","Colon","female","18","20",0,0,0,1,1,1
"f68b6c15",2018-06-30 10:53:40,"Android","Buenos Aires","Jose Maria Ezeiza","male","18","20",6,8,0,4,8,1
"10f6ad96",2018-06-30 02:54:11,"Android","Buenos Aires","Lomas de Zamora","female","18","20",1,38,0,4,1,1
"226cacd4",2018-07-05 16:23:47,"Android","Buenos Aires","Bella Vista","unknown","13","17",3,3,0,1,3,0
"6e68c437",2018-07-07 21:06:48,"Android","Chaco","Resistencia","female","18","20",17,149,1,10,2,0
"b29f7723",2018-07-06 19:53:40,"Android","Buenos Aires","Isidro Casanova","male","18","20",2,2,0,1,2,1
"37f0656c",2018-07-05 03:51:24,"Android","Misiones","Posadas","male","18","20",0,0,0,4,1,1
"8cc03e0c",2018-07-03 02:56:55,"Android","Buenos Aires","Mariano Moreno","male","18","20",90,100,7,14,17,0
"a8ec209b",2018-06-30 02:57:50,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",2,2,0,1,3,1
"dd9b2fa7",2018-07-01 15:46:30,"Android","Buenos Aires","Dolores","female","18","20",0,0,0,1,1,1
"99d4205e",2018-07-05 00:09:03,"Android","Catamarca","San Fernando del Valle de Catamarca","female","13","17",8,8,0,4,9,1
"94529883",2018-07-06 07:43:59,"Android","Buenos Aires","Claypole","female","18","20",25,36,1,9,12,0
"7bbb429c",2018-07-06 17:44:21,"Android","Salta","Salta","female","18","20",2,3,0,3,1,1
"51bdd385",2018-06-30 02:19:33,"Android","Buenos Aires","Mariano Moreno","female","13","17",10,9,0,4,11,1
"f87e9e41",2018-07-07 03:53:29,"Android","Buenos Aires","Garin","female","13","17",18,25,0,3,7,1
"159bd061",2018-07-04 00:29:52,"Android","Cordoba","Córdoba","female","13","17",104,105,7,13,18,0
"5b183b5a",2018-07-02 21:33:53,"iOS","Buenos Aires","Bahía Blanca","male","18","20",33,32,0,7,12,0
